userName;score;content;Layanan;Fitur;Kebermanfaatan;Bisnis;Non Aspek;jumlah_aspek_disebut;casefolded;cleaned;tokens;filtered;normalized;stemmed;final_text
Dadang Suherman;1;Buka lapak sekarang tidak bagus. Pesanan saya di cancel oleh kurir karena hilang. Tapi duit blum balik sampe sekarang. Dan fitur pesanan saya tidak bisa lacak pesanan. Wissss angellllll;0;-1;0;-1;0;2;buka lapak sekarang tidak bagus. pesanan saya di cancel oleh kurir karena hilang. tapi duit blum balik sampe sekarang. dan fitur pesanan saya tidak bisa lacak pesanan. wissss angellllll;buka lapak sekarang tidak bagus pesanan saya di cancel oleh kurir karena hilang tapi duit blum balik sampe sekarang dan fitur pesanan saya tidak bisa lacak pesanan wissss angellllll;['buka', 'lapak', 'sekarang', 'tidak', 'bagus', 'pesanan', 'saya', 'di', 'cancel', 'oleh', 'kurir', 'karena', 'hilang', 'tapi', 'duit', 'blum', 'balik', 'sampe', 'sekarang', 'dan', 'fitur', 'pesanan', 'saya', 'tidak', 'bisa', 'lacak', 'pesanan', 'wissss', 'angellllll'];['buka', 'lapak', 'bagus', 'pesanan', 'cancel', 'kurir', 'hilang', 'duit', 'blum', 'sampe', 'fitur', 'pesanan', 'lacak', 'pesanan', 'wissss', 'angellllll'];['buka', 'lapak', 'bagus', 'pesanan', 'cancel', 'kurir', 'hilang', 'duit', 'blum', 'sampai', 'fitur', 'pesanan', 'lacak', 'pesanan', 'wissss', 'angellllll'];['buka', 'lapak', 'bagus', 'pesan', 'cancel', 'kurir', 'hilang', 'duit', 'blum', 'sampai', 'fitur', 'pesan', 'lacak', 'pesan', 'wissss', 'angellllll'];buka lapak bagus pesan cancel kurir hilang duit blum sampai fitur pesan lacak pesan wissss angellllll
riski wijaya;1;Kebanyakan embel2, biaya pelayanan lah, biaya admin lah, asuransi lah... sekarang bukalapak kebanyakan nyari untung, ga ada tanggung jawabnya, pembeli yg selalu di rugikan...;0;0;0;-1;0;1;kebanyakan embel2, biaya pelayanan lah, biaya admin lah, asuransi lah... sekarang bukalapak kebanyakan nyari untung, ga ada tanggung jawabnya, pembeli yg selalu di rugikan...;kebanyakan embel biaya pelayanan lah biaya admin lah asuransi lah sekarang bukalapak kebanyakan nyari untung ga ada tanggung jawabnya pembeli yg selalu di rugikan;['kebanyakan', 'embel', 'biaya', 'pelayanan', 'lah', 'biaya', 'admin', 'lah', 'asuransi', 'lah', 'sekarang', 'bukalapak', 'kebanyakan', 'nyari', 'untung', 'ga', 'ada', 'tanggung', 'jawabnya', 'pembeli', 'yg', 'selalu', 'di', 'rugikan'];['kebanyakan', 'embel', 'biaya', 'pelayanan', 'biaya', 'admin', 'asuransi', 'bukalapak', 'kebanyakan', 'nyari', 'untung', 'ga', 'tanggung', 'pembeli', 'yg', 'rugikan'];['kebanyakan', 'embel', 'biaya', 'pelayanan', 'biaya', 'admin', 'asuransi', 'bukalapak', 'kebanyakan', 'nyari', 'untung', 'tidak', 'tanggung', 'pembeli', 'yg', 'rugikan'];['banyak', 'embel', 'biaya', 'layan', 'biaya', 'admin', 'asuransi', 'bukalapak', 'banyak', 'nyari', 'untung', 'tidak', 'tanggung', 'beli', 'yg', 'rugi'];banyak embel biaya layan biaya admin asuransi bukalapak banyak nyari untung tidak tanggung beli yg rugi
Noerul Liya;5;Ongkir nya murah, suka ada promo .. cuma sayangnya saya mengajukan paylater ditolak terus ...;0;0;0;1;-1;2;ongkir nya murah, suka ada promo .. cuma sayangnya saya mengajukan paylater ditolak terus ...;ongkir nya murah suka ada promo cuma sayangnya saya mengajukan paylater ditolak terus;['ongkir', 'nya', 'murah', 'suka', 'ada', 'promo', 'cuma', 'sayangnya', 'saya', 'mengajukan', 'paylater', 'ditolak', 'terus'];['ongkir', 'nya', 'murah', 'suka', 'promo', 'sayangnya', 'mengajukan', 'paylater', 'ditolak'];['ongkir', 'nya', 'murah', 'suka', 'promo', 'sayangnya', 'mengajukan', 'paylater', 'ditolak'];['ongkir', 'nya', 'murah', 'suka', 'promo', 'sayang', 'aju', 'paylater', 'tolak'];ongkir nya murah suka promo sayang aju paylater tolak
asefdesage tiawarman;1;Aplikasi buruk pelayanan untuk ganti nomer telepon di akun sendiri aja ribet dan susah ,menu live chat nya gk muncul dengan jelas . Untuk pengaduan pun ribet gk ada live chat yg jelas, mau melampirkan dokumen saja eror terus . Uninstal lagi banyak marketplace lain yg lebih siap melayani;-1;-1;0;0;0;2;aplikasi buruk pelayanan untuk ganti nomer telepon di akun sendiri aja ribet dan susah ,menu live chat nya gk muncul dengan jelas . untuk pengaduan pun ribet gk ada live chat yg jelas, mau melampirkan dokumen saja eror terus . uninstal lagi banyak marketplace lain yg lebih siap melayani;aplikasi buruk pelayanan untuk ganti nomer telepon di akun sendiri aja ribet dan susah menu live chat nya gk muncul dengan jelas untuk pengaduan pun ribet gk ada live chat yg jelas mau melampirkan dokumen saja eror terus uninstal lagi banyak marketplace lain yg lebih siap melayani;['aplikasi', 'buruk', 'pelayanan', 'untuk', 'ganti', 'nomer', 'telepon', 'di', 'akun', 'sendiri', 'aja', 'ribet', 'dan', 'susah', 'menu', 'live', 'chat', 'nya', 'gk', 'muncul', 'dengan', 'jelas', 'untuk', 'pengaduan', 'pun', 'ribet', 'gk', 'ada', 'live', 'chat', 'yg', 'jelas', 'mau', 'melampirkan', 'dokumen', 'saja', 'eror', 'terus', 'uninstal', 'lagi', 'banyak', 'marketplace', 'lain', 'yg', 'lebih', 'siap', 'melayani'];['aplikasi', 'buruk', 'pelayanan', 'ganti', 'nomer', 'telepon', 'akun', 'aja', 'ribet', 'susah', 'menu', 'live', 'chat', 'nya', 'gk', 'muncul', 'pengaduan', 'ribet', 'gk', 'live', 'chat', 'yg', 'melampirkan', 'dokumen', 'eror', 'uninstal', 'marketplace', 'yg', 'melayani'];['aplikasi', 'buruk', 'pelayanan', 'ganti', 'nomer', 'telepon', 'akun', 'saja', 'ribet', 'susah', 'menu', 'live', 'chat', 'nya', 'tidak', 'muncul', 'pengaduan', 'ribet', 'tidak', 'live', 'chat', 'yg', 'melampirkan', 'dokumen', 'eror', 'uninstal', 'marketplace', 'yg', 'melayani'];['aplikasi', 'buruk', 'layan', 'ganti', 'nomer', 'telepon', 'akun', 'saja', 'ribet', 'susah', 'menu', 'live', 'chat', 'nya', 'tidak', 'muncul', 'adu', 'ribet', 'tidak', 'live', 'chat', 'yg', 'lampir', 'dokumen', 'eror', 'uninstal', 'marketplace', 'yg', 'layan'];aplikasi buruk layan ganti nomer telepon akun saja ribet susah menu live chat nya tidak muncul adu ribet tidak live chat yg lampir dokumen eror uninstal marketplace yg layan
Elza jumantoro;1;Ribet mau ganti nomer HP juga, mau batalin pesanan juga gak bisa.;0;0;0;0;-1;1;ribet mau ganti nomer hp juga, mau batalin pesanan juga gak bisa.;ribet mau ganti nomer hp juga mau batalin pesanan juga gak bisa;['ribet', 'mau', 'ganti', 'nomer', 'hp', 'juga', 'mau', 'batalin', 'pesanan', 'juga', 'gak', 'bisa'];['ribet', 'ganti', 'nomer', 'hp', 'batalin', 'pesanan', 'gak'];['ribet', 'ganti', 'nomer', 'hp', 'batalin', 'pesanan', 'gak'];['ribet', 'ganti', 'nomer', 'hp', 'batalin', 'pesan', 'gak'];ribet ganti nomer hp batalin pesan gak
Akhmad Rifky;1;Nomor whatsapp Info bukalapak kok gk bisa di hubungi sih. Selalu centang 1. Gimana cara keluar dari pelapak bukalapak?. Saya ingin keluar dan menghapus apk ini karena gk guna, saya kemarin masih bisa upload barang tapi semenjak saya aktifin jualan produk digital saya sekarang gk bisa jualan produk non digital.;0;0;-1;0;0;1;nomor whatsapp info bukalapak kok gk bisa di hubungi sih. selalu centang 1. gimana cara keluar dari pelapak bukalapak?. saya ingin keluar dan menghapus apk ini karena gk guna, saya kemarin masih bisa upload barang tapi semenjak saya aktifin jualan produk digital saya sekarang gk bisa jualan produk non digital.;nomor whatsapp info bukalapak kok gk bisa di hubungi sih selalu centang gimana cara keluar dari pelapak bukalapak saya ingin keluar dan menghapus apk ini karena gk guna saya kemarin masih bisa upload barang tapi semenjak saya aktifin jualan produk digital saya sekarang gk bisa jualan produk non digital;['nomor', 'whatsapp', 'info', 'bukalapak', 'kok', 'gk', 'bisa', 'di', 'hubungi', 'sih', 'selalu', 'centang', 'gimana', 'cara', 'keluar', 'dari', 'pelapak', 'bukalapak', 'saya', 'ingin', 'keluar', 'dan', 'menghapus', 'apk', 'ini', 'karena', 'gk', 'guna', 'saya', 'kemarin', 'masih', 'bisa', 'upload', 'barang', 'tapi', 'semenjak', 'saya', 'aktifin', 'jualan', 'produk', 'digital', 'saya', 'sekarang', 'gk', 'bisa', 'jualan', 'produk', 'non', 'digital'];['nomor', 'whatsapp', 'info', 'bukalapak', 'gk', 'hubungi', 'sih', 'centang', 'gimana', 'pelapak', 'bukalapak', 'menghapus', 'apk', 'gk', 'kemarin', 'upload', 'barang', 'semenjak', 'aktifin', 'jualan', 'produk', 'digital', 'gk', 'jualan', 'produk', 'non', 'digital'];['nomor', 'whatsapp', 'info', 'bukalapak', 'tidak', 'hubungi', 'sih', 'centang', 'gimana', 'pelapak', 'bukalapak', 'menghapus', 'apk', 'tidak', 'kemarin', 'upload', 'barang', 'semenjak', 'aktifin', 'jualan', 'produk', 'digital', 'tidak', 'jualan', 'produk', 'non', 'digital'];['nomor', 'whatsapp', 'info', 'bukalapak', 'tidak', 'hubung', 'sih', 'centang', 'gimana', 'lapak', 'bukalapak', 'hapus', 'apk', 'tidak', 'kemarin', 'upload', 'barang', 'semenjak', 'aktifin', 'jual', 'produk', 'digital', 'tidak', 'jual', 'produk', 'non', 'digital'];nomor whatsapp info bukalapak tidak hubung sih centang gimana lapak bukalapak hapus apk tidak kemarin upload barang semenjak aktifin jual produk digital tidak jual produk non digital
ARIFIN HADI;5;cukup bermanfaat dan memudahkan para pengguna nya;0;0;1;0;0;1;cukup bermanfaat dan memudahkan para pengguna nya;cukup bermanfaat dan memudahkan para pengguna nya;['cukup', 'bermanfaat', 'dan', 'memudahkan', 'para', 'pengguna', 'nya'];['bermanfaat', 'memudahkan', 'pengguna', 'nya'];['bermanfaat', 'memudahkan', 'pengguna', 'nya'];['manfaat', 'mudah', 'guna', 'nya'];manfaat mudah guna nya
Gigih Saputra;5;Aplikasinya bagus, semoga bisa terus menggunakannya;0;1;0;0;0;1;aplikasinya bagus, semoga bisa terus menggunakannya;aplikasinya bagus semoga bisa terus menggunakannya;['aplikasinya', 'bagus', 'semoga', 'bisa', 'terus', 'menggunakannya'];['aplikasinya', 'bagus', 'semoga', 'menggunakannya'];['aplikasinya', 'bagus', 'semoga', 'menggunakannya'];['aplikasi', 'bagus', 'moga', 'guna'];aplikasi bagus moga guna
E Kusnadi;4;sudah lebih baik, tingkatkan terus pelayanannya supaya lebih baik dan maksimal;0;0;0;0;1;1;sudah lebih baik, tingkatkan terus pelayanannya supaya lebih baik dan maksimal;sudah lebih baik tingkatkan terus pelayanannya supaya lebih baik dan maksimal;['sudah', 'lebih', 'baik', 'tingkatkan', 'terus', 'pelayanannya', 'supaya', 'lebih', 'baik', 'dan', 'maksimal'];['tingkatkan', 'pelayanannya', 'maksimal'];['tingkatkan', 'pelayanannya', 'maksimal'];['tingkat', 'layan', 'maksimal'];tingkat layan maksimal
Sanusi Effendi;4;Barang2nya lebih murah, transaksi lebih mudah;1;0;0;1;0;2;barang2nya lebih murah, transaksi lebih mudah;barangnya lebih murah transaksi lebih mudah;['barangnya', 'lebih', 'murah', 'transaksi', 'lebih', 'mudah'];['barangnya', 'murah', 'transaksi', 'mudah'];['barangnya', 'murah', 'transaksi', 'mudah'];['barang', 'murah', 'transaksi', 'mudah'];barang murah transaksi mudah
Iswahyudi Kurniawan;5;Sangat suka belanja d sini mudah dan cepat;0;0;0;1;0;1;sangat suka belanja d sini mudah dan cepat;sangat suka belanja d sini mudah dan cepat;['sangat', 'suka', 'belanja', 'd', 'sini', 'mudah', 'dan', 'cepat'];['suka', 'belanja', 'd', 'mudah', 'cepat'];['suka', 'belanja', 'd', 'mudah', 'cepat'];['suka', 'belanja', 'd', 'mudah', 'cepat'];suka belanja d mudah cepat
aswin 12;5;Awalnya sih lumayan menjanjikan dan memuaskan. Tetapi ketika saya mengajukan kembali pembelian dan sudah di verifikasi pembayarannya, barang belum juga sampai batas waktu (tiga hari). Tolong dibantu dong BL, biar pengguna tidak kecewa atau di kecewakan, sehingga rentan akan pindah belanjanya. Terimakasih,;0;0;0;-1;0;1;awalnya sih lumayan menjanjikan dan memuaskan. tetapi ketika saya mengajukan kembali pembelian dan sudah di verifikasi pembayarannya, barang belum juga sampai batas waktu (tiga hari). tolong dibantu dong bl, biar pengguna tidak kecewa atau di kecewakan, sehingga rentan akan pindah belanjanya. terimakasih,;awalnya sih lumayan menjanjikan dan memuaskan tetapi ketika saya mengajukan kembali pembelian dan sudah di verifikasi pembayarannya barang belum juga sampai batas waktu tiga hari tolong dibantu dong bl biar pengguna tidak kecewa atau di kecewakan sehingga rentan akan pindah belanjanya terimakasih;['awalnya', 'sih', 'lumayan', 'menjanjikan', 'dan', 'memuaskan', 'tetapi', 'ketika', 'saya', 'mengajukan', 'kembali', 'pembelian', 'dan', 'sudah', 'di', 'verifikasi', 'pembayarannya', 'barang', 'belum', 'juga', 'sampai', 'batas', 'waktu', 'tiga', 'hari', 'tolong', 'dibantu', 'dong', 'bl', 'biar', 'pengguna', 'tidak', 'kecewa', 'atau', 'di', 'kecewakan', 'sehingga', 'rentan', 'akan', 'pindah', 'belanjanya', 'terimakasih'];['sih', 'lumayan', 'menjanjikan', 'memuaskan', 'mengajukan', 'pembelian', 'verifikasi', 'pembayarannya', 'barang', 'batas', 'tolong', 'dibantu', 'bl', 'biar', 'pengguna', 'kecewa', 'kecewakan', 'rentan', 'pindah', 'belanjanya', 'terimakasih'];['sih', 'lumayan', 'menjanjikan', 'memuaskan', 'mengajukan', 'pembelian', 'verifikasi', 'pembayarannya', 'barang', 'batas', 'tolong', 'dibantu', 'bl', 'biar', 'pengguna', 'kecewa', 'kecewakan', 'rentan', 'pindah', 'belanjanya', 'terimakasih'];['sih', 'lumayan', 'janji', 'muas', 'aju', 'beli', 'verifikasi', 'bayar', 'barang', 'batas', 'tolong', 'bantu', 'bl', 'biar', 'guna', 'kecewa', 'kecewa', 'rentan', 'pindah', 'belanja', 'terimakasih'];sih lumayan janji muas aju beli verifikasi bayar barang batas tolong bantu bl biar guna kecewa kecewa rentan pindah belanja terimakasih
Bambang Suliwa;5;Belanja online selalu dibukalapak, banyak bonusnya, apalagi ada serbu harga 1 rupiah tp meleset terus..mungkin blm rejeki;0;0;0;1;0;1;belanja online selalu dibukalapak, banyak bonusnya, apalagi ada serbu harga 1 rupiah tp meleset terus..mungkin blm rejeki;belanja online selalu dibukalapak banyak bonusnya apalagi ada serbu harga rupiah tp meleset terus mungkin blm rejeki;['belanja', 'online', 'selalu', 'dibukalapak', 'banyak', 'bonusnya', 'apalagi', 'ada', 'serbu', 'harga', 'rupiah', 'tp', 'meleset', 'terus', 'mungkin', 'blm', 'rejeki'];['belanja', 'online', 'dibukalapak', 'bonusnya', 'serbu', 'harga', 'rupiah', 'tp', 'meleset', 'blm', 'rejeki'];['belanja', 'online', 'dibukalapak', 'bonusnya', 'serbu', 'harga', 'rupiah', 'tapi', 'meleset', 'belum', 'rejeki'];['belanja', 'online', 'dibukalapak', 'bonus', 'serbu', 'harga', 'rupiah', 'tapi', 'meleset', 'belum', 'rejeki'];belanja online dibukalapak bonus serbu harga rupiah tapi meleset belum rejeki
Trisno Wibowo;5;Belanja menyenangkan lebih cepat dari istimasi pengiriman;0;0;0;1;0;1;belanja menyenangkan lebih cepat dari istimasi pengiriman;belanja menyenangkan lebih cepat dari istimasi pengiriman;['belanja', 'menyenangkan', 'lebih', 'cepat', 'dari', 'istimasi', 'pengiriman'];['belanja', 'menyenangkan', 'cepat', 'istimasi', 'pengiriman'];['belanja', 'menyenangkan', 'cepat', 'istimasi', 'pengiriman'];['belanja', 'senang', 'cepat', 'istimasi', 'kirim'];belanja senang cepat istimasi kirim
Ari Haryanti;5;Ga pakai ribet, cepet respon ga rumit2 makin suka mulai belanja disini;1;0;0;0;0;1;ga pakai ribet, cepet respon ga rumit2 makin suka mulai belanja disini;ga pakai ribet cepet respon ga rumit makin suka mulai belanja disini;['ga', 'pakai', 'ribet', 'cepet', 'respon', 'ga', 'rumit', 'makin', 'suka', 'mulai', 'belanja', 'disini'];['ga', 'pakai', 'ribet', 'cepet', 'respon', 'ga', 'rumit', 'suka', 'belanja'];['tidak', 'pakai', 'ribet', 'cepet', 'respon', 'tidak', 'rumit', 'suka', 'belanja'];['tidak', 'pakai', 'ribet', 'cepet', 'respon', 'tidak', 'rumit', 'suka', 'belanja'];tidak pakai ribet cepet respon tidak rumit suka belanja
Puput Putri;1;Aplikasi terlemot bikin hp panas.tidak nyaman bikin pusing nungguin muter2 terus..ok Tokopedia SM shopee lebih enteng loading nya;0;-1;0;0;0;1;aplikasi terlemot bikin hp panas.tidak nyaman bikin pusing nungguin muter2 terus..ok tokopedia sm shopee lebih enteng loading nya;aplikasi terlemot bikin hp panas tidak nyaman bikin pusing nungguin muter terus ok tokopedia sm shopee lebih enteng loading nya;['aplikasi', 'terlemot', 'bikin', 'hp', 'panas', 'tidak', 'nyaman', 'bikin', 'pusing', 'nungguin', 'muter', 'terus', 'ok', 'tokopedia', 'sm', 'shopee', 'lebih', 'enteng', 'loading', 'nya'];['aplikasi', 'terlemot', 'bikin', 'hp', 'panas', 'nyaman', 'bikin', 'pusing', 'nungguin', 'muter', 'ok', 'tokopedia', 'sm', 'shopee', 'enteng', 'loading', 'nya'];['aplikasi', 'terlemot', 'membuat', 'hp', 'panas', 'nyaman', 'membuat', 'pusing', 'nungguin', 'muter', 'ok', 'tokopedia', 'sama', 'shopee', 'enteng', 'loading', 'nya'];['aplikasi', 'lot', 'buat', 'hp', 'panas', 'nyaman', 'buat', 'pusing', 'nungguin', 'muter', 'ok', 'tokopedia', 'sama', 'shopee', 'enteng', 'loading', 'nya'];aplikasi lot buat hp panas nyaman buat pusing nungguin muter ok tokopedia sama shopee enteng loading nya
Denny Marianto;5;Simple untuk transaksinya, tetapi perlu ditingkatkan buat bisa seleksi pelapaknya supaya transaksi bisa lancar terus.;1;0;0;0;0;1;simple untuk transaksinya, tetapi perlu ditingkatkan buat bisa seleksi pelapaknya supaya transaksi bisa lancar terus.;simple untuk transaksinya tetapi perlu ditingkatkan buat bisa seleksi pelapaknya supaya transaksi bisa lancar terus;['simple', 'untuk', 'transaksinya', 'tetapi', 'perlu', 'ditingkatkan', 'buat', 'bisa', 'seleksi', 'pelapaknya', 'supaya', 'transaksi', 'bisa', 'lancar', 'terus'];['simple', 'transaksinya', 'ditingkatkan', 'seleksi', 'pelapaknya', 'transaksi', 'lancar'];['simple', 'transaksinya', 'ditingkatkan', 'seleksi', 'pelapaknya', 'transaksi', 'lancar'];['simple', 'transaksi', 'tingkat', 'seleksi', 'lapak', 'transaksi', 'lancar'];simple transaksi tingkat seleksi lapak transaksi lancar
Arwin Arwin;1;Tidak bisa tambah produk di Varian mobile phone. Ribet jadi ketinggalan update terus dr marketplace sebelah. Lama lama AUTO PINDAH ke MP lain yg bisa update cepat.... Masa hanya bisa lewat PC / Laptop. Tidak canggih hari gini. Cuman Bukalapak az yg ga bisa. Hadeh.... Ketinggalan jauh ni.;0;-1;0;0;0;1;tidak bisa tambah produk di varian mobile phone. ribet jadi ketinggalan update terus dr marketplace sebelah. lama lama auto pindah ke mp lain yg bisa update cepat.... masa hanya bisa lewat pc / laptop. tidak canggih hari gini. cuman bukalapak az yg ga bisa. hadeh.... ketinggalan jauh ni.;tidak bisa tambah produk di varian mobile phone ribet jadi ketinggalan update terus dr marketplace sebelah lama lama auto pindah ke mp lain yg bisa update cepat masa hanya bisa lewat pc laptop tidak canggih hari gini cuman bukalapak az yg ga bisa hadeh ketinggalan jauh ni;['tidak', 'bisa', 'tambah', 'produk', 'di', 'varian', 'mobile', 'phone', 'ribet', 'jadi', 'ketinggalan', 'update', 'terus', 'dr', 'marketplace', 'sebelah', 'lama', 'lama', 'auto', 'pindah', 'ke', 'mp', 'lain', 'yg', 'bisa', 'update', 'cepat', 'masa', 'hanya', 'bisa', 'lewat', 'pc', 'laptop', 'tidak', 'canggih', 'hari', 'gini', 'cuman', 'bukalapak', 'az', 'yg', 'ga', 'bisa', 'hadeh', 'ketinggalan', 'jauh', 'ni'];['produk', 'varian', 'mobile', 'phone', 'ribet', 'ketinggalan', 'update', 'dr', 'marketplace', 'sebelah', 'auto', 'pindah', 'mp', 'yg', 'update', 'cepat', 'pc', 'laptop', 'canggih', 'gini', 'cuman', 'bukalapak', 'az', 'yg', 'ga', 'hadeh', 'ketinggalan', 'ni'];['produk', 'varian', 'mobile', 'phone', 'ribet', 'ketinggalan', 'update', 'dari', 'marketplace', 'sebelah', 'auto', 'pindah', 'mp', 'yg', 'update', 'cepat', 'pc', 'laptop', 'canggih', 'gini', 'cuman', 'bukalapak', 'az', 'yg', 'tidak', 'hadeh', 'ketinggalan', 'ni'];['produk', 'varian', 'mobile', 'phone', 'ribet', 'tinggal', 'update', 'dari', 'marketplace', 'belah', 'auto', 'pindah', 'mp', 'yg', 'update', 'cepat', 'pc', 'laptop', 'canggih', 'gin', 'cuman', 'bukalapak', 'az', 'yg', 'tidak', 'hadeh', 'tinggal', 'ni'];produk varian mobile phone ribet tinggal update dari marketplace belah auto pindah mp yg update cepat pc laptop canggih gin cuman bukalapak az yg tidak hadeh tinggal ni
AisyaSyifa Story;1;Ini kenapa ya kok saya tidak bisa masuk d fitur payletrnya..sblm jatuh tempo udh ga bisa masuk dan srkarng udh lbih dari jatuh tempo tetep ga bsa masuk..sya ga bisa liat tagihan dan bayarnya..padahl buka sya tidak mau membayar tpi sya ga bisa masuk ke fitunya..dan saya udh telfon csnya sampai saat ini masih tidak bisa masuk..gimana ini bukalapak;0;0;-1;0;0;1;ini kenapa ya kok saya tidak bisa masuk d fitur payletrnya..sblm jatuh tempo udh ga bisa masuk dan srkarng udh lbih dari jatuh tempo tetep ga bsa masuk..sya ga bisa liat tagihan dan bayarnya..padahl buka sya tidak mau membayar tpi sya ga bisa masuk ke fitunya..dan saya udh telfon csnya sampai saat ini masih tidak bisa masuk..gimana ini bukalapak;ini kenapa ya kok saya tidak bisa masuk d fitur payletrnya sblm jatuh tempo udh ga bisa masuk dan srkarng udh lbih dari jatuh tempo tetep ga bsa masuk sya ga bisa liat tagihan dan bayarnya padahl buka sya tidak mau membayar tpi sya ga bisa masuk ke fitunya dan saya udh telfon csnya sampai saat ini masih tidak bisa masuk gimana ini bukalapak;['ini', 'kenapa', 'ya', 'kok', 'saya', 'tidak', 'bisa', 'masuk', 'd', 'fitur', 'payletrnya', 'sblm', 'jatuh', 'tempo', 'udh', 'ga', 'bisa', 'masuk', 'dan', 'srkarng', 'udh', 'lbih', 'dari', 'jatuh', 'tempo', 'tetep', 'ga', 'bsa', 'masuk', 'sya', 'ga', 'bisa', 'liat', 'tagihan', 'dan', 'bayarnya', 'padahl', 'buka', 'sya', 'tidak', 'mau', 'membayar', 'tpi', 'sya', 'ga', 'bisa', 'masuk', 'ke', 'fitunya', 'dan', 'saya', 'udh', 'telfon', 'csnya', 'sampai', 'saat', 'ini', 'masih', 'tidak', 'bisa', 'masuk', 'gimana', 'ini', 'bukalapak'];['ya', 'masuk', 'd', 'fitur', 'payletrnya', 'sblm', 'jatuh', 'tempo', 'udh', 'ga', 'masuk', 'srkarng', 'udh', 'lbih', 'jatuh', 'tempo', 'tetep', 'ga', 'bsa', 'masuk', 'sya', 'ga', 'liat', 'tagihan', 'bayarnya', 'padahl', 'buka', 'sya', 'membayar', 'tpi', 'sya', 'ga', 'masuk', 'fitunya', 'udh', 'telfon', 'csnya', 'masuk', 'gimana', 'bukalapak'];['ya', 'masuk', 'd', 'fitur', 'payletrnya', 'sblm', 'jatuh', 'tempo', 'sudah', 'tidak', 'masuk', 'srkarng', 'sudah', 'lbih', 'jatuh', 'tempo', 'tetep', 'tidak', 'bsa', 'masuk', 'sya', 'tidak', 'liat', 'tagihan', 'bayarnya', 'padahal', 'buka', 'sya', 'membayar', 'tpi', 'sya', 'tidak', 'masuk', 'fitunya', 'sudah', 'telfon', 'csnya', 'masuk', 'gimana', 'bukalapak'];['ya', 'masuk', 'd', 'fitur', 'payletrnya', 'sblm', 'jatuh', 'tempo', 'sudah', 'tidak', 'masuk', 'srkarng', 'sudah', 'lbih', 'jatuh', 'tempo', 'tetep', 'tidak', 'bsa', 'masuk', 'sya', 'tidak', 'liat', 'tagih', 'bayar', 'padahal', 'buka', 'sya', 'bayar', 'tpi', 'sya', 'tidak', 'masuk', 'fitunya', 'sudah', 'telfon', 'csnya', 'masuk', 'gimana', 'bukalapak'];ya masuk d fitur payletrnya sblm jatuh tempo sudah tidak masuk srkarng sudah lbih jatuh tempo tetep tidak bsa masuk sya tidak liat tagih bayar padahal buka sya bayar tpi sya tidak masuk fitunya sudah telfon csnya masuk gimana bukalapak
